,words,x,y
1646,gambling,15.388619,2.6394713
1647,wealth,14.112316,2.630649
1648,stela,15.958758,3.116476
1649,mouth,13.389767,4.128956
1650,foggy,13.248358,5.165417
1651,benedictine,14.773848,6.183938
1652,embracing,14.410305,3.4353416
1653,deputy,15.698148,2.3333092
1654,golden,15.472872,7.060107
1655,representation,14.695782,2.3533707
1656,masted,12.03465,5.059973
1657,poetry,16.278082,2.2038798
1658,dovecote,13.047753,6.351172
1659,joseph,11.560859,1.1768531
1660,arts,17.47809,3.9398806
1661,resistance,14.247161,2.2455046
1662,original,14.245287,2.676435
1663,alley,11.410511,3.7584176
1664,order,17.980005,4.4079924
1665,damsel,14.225412,4.0726247
1666,catharina,16.020351,2.007719
1667,musical,16.711353,1.9012202
1668,nieuwe,14.74376,2.718988
1669,teding,14.554474,4.044533
1670,collects,16.416285,3.99035
1671,stadholder,10.843821,3.5140762
1672,bunch,15.639674,1.0065806
1673,party,15.658554,1.6511571
1674,equestrian,11.5938225,6.789368
1675,temptation,13.849912,2.0413253
1676,tears,13.6724615,3.4733274
1677,text,15.418541,2.4641767
1678,angler,11.648711,5.5310483
1679,iman,14.223898,1.8673546
1680,equipment,16.28968,3.5615802
1681,gallant,13.262667,3.3856385
1682,side,13.659317,3.5540688
1683,draw,17.833855,3.502827
1684,plants,13.876709,7.2043405
1685,monument,14.7440405,0.50121254
1686,inn,12.151467,3.799135
1687,carnation,14.531976,7.342421
1688,rihour,14.021048,2.5575333
1689,lighthouse,12.053358,4.88469
1690,nahuys,12.01635,3.7231786
1691,area,16.806913,4.3986797
1692,brust,13.481632,3.6662378
1693,coast,10.457004,4.3163586
1694,toulon,9.83068,2.4663775
1695,musicians,17.21708,1.8413837
1696,paper,17.622305,3.966877
1697,diederichs,12.559283,2.250605
1698,market,16.216866,2.7953494
1699,monarosa,12.5365505,1.5906299
1700,top,13.895815,3.2783926
1701,gijsbertus,14.247587,7.0577993
1702,establishment,15.81244,3.6917796
1703,carpentier,14.688578,4.2523985
1704,embroidered,14.952104,4.876267
1705,speijk,14.246928,5.4481473
1706,ruth,12.280358,0.8297333
1707,justice,14.784372,2.0072217
1708,sweden,9.305444,2.9256628
1709,beauty,14.805199,4.10505
1710,flines,13.300563,2.79881
1711,refineries,12.328288,4.1584735
1712,circle,17.584267,4.0187464
1713,bathers,15.909239,5.9364676
1714,flutes,17.534739,2.0175982
1715,leans,14.30876,5.080245
1716,argentieri,15.408724,1.1938748
1717,neo,13.575968,2.5292306
1718,puts,12.633883,4.153206
1719,leeman,12.708842,6.28066
1720,reflection,14.55599,2.6929688
1721,chopping,15.2793455,6.24874
1722,model,14.728706,1.5309263
1723,morocco,10.387556,2.383952
1724,finger,14.303355,4.517473
1725,trick,13.809152,2.7025197
1726,northern,14.731409,-0.5998966
1727,horizontal,17.760296,4.507945
1728,a,17.217213,3.5187454
1729,tall,13.878117,7.2785344
1730,players,15.583259,0.9509889
1731,emblematic,15.88309,3.0819933
1732,carved,16.63035,3.5100443
1733,addressed,16.7639,1.8657628
1734,driven,16.79984,5.852674
1735,militiamens,14.7582245,0.659553
1736,a.k.a,14.221785,1.3586515
1737,september,14.436606,2.838608
1738,pumpkins,14.364611,6.812513
1739,blue,15.576083,4.7272353
1740,okeanos,10.467355,4.2382927
1741,hooftman,12.769611,2.0240762
1742,publisher,17.828785,3.979321
1743,related,16.3901,3.3909073
1744,turning,14.574075,3.5697238
1745,almost,15.097207,3.1851301
1746,forest,13.697578,7.2146783
1747,syrius,13.126596,2.5867677
1748,courten,12.458927,3.0808847
1749,bois,14.026753,6.116005
1750,firing,13.06229,5.189514
1751,bundle,15.277631,2.7272172
1752,nieuwpoort,11.605339,4.7005816
1753,hind,13.781913,3.9814665
1754,may,17.836998,4.6521826
1755,respectively,17.4068,3.7571855
1756,henderson,12.383064,1.9650036
1757,chooses,17.145657,4.2056556
1758,weapon,13.858687,5.514697
1759,hall,14.846182,4.423441
1760,hoop,13.145451,3.4683053
1761,throne,12.974674,1.6507224
1762,mahmud,11.938193,1.7558237
1763,greatest,13.624712,2.6403356
1764,leave,13.785269,7.092721
1765,drawers,15.605045,5.13687
1766,falling,11.925448,4.404811
1767,engelsz,13.086886,5.55572
1768,commissioner,16.741041,1.982613
1769,fame,14.338002,3.4331968
1770,puck,13.224937,3.345228
1771,now,14.900913,2.964886
1772,marnix,16.087633,4.1833234
1773,joris,11.640329,1.2062106
1774,beemster,12.700107,6.5540924
1775,nevsehirli,14.568765,4.322776
1776,tabula,15.708958,5.764879
1777,cruijs,10.561258,4.831127
1778,foliage,13.821532,7.124352
1779,kantharos,10.436521,2.574239
1780,hit,14.854881,3.3132436
1781,instruments,17.167204,2.4535205
1782,monkey,12.823127,6.1725683
1783,couple,15.324853,1.7803212
1784,refugee,13.982016,2.2501588
1785,hague,8.849031,2.8813596
1786,sprig,13.871725,7.2919774
1787,paint,17.703224,3.1627538
1788,loaves,14.662438,6.346269
1789,gein,13.520006,4.699819
1790,fec,15.101612,3.9018867
1791,headed,16.718643,4.936919
1792,beautiful,14.7852335,4.1004796
1793,scratching,14.407025,3.6382682
1794,represent,17.50166,3.7860727
1795,chronicle,14.533102,2.4798064
1796,vigo,13.198724,2.6130607
1797,fruits,14.523995,7.016756
1798,fishermen,11.981806,5.892438
1799,grabs,13.890395,4.890566
1800,patron,13.878775,1.7895731
1801,shipwreck,10.326413,4.9479733
1802,tangere,16.245855,1.6410695
1803,v,13.618793,2.7448082
1804,haesbaert,13.768098,6.1434207
1805,montmorency,10.550148,3.0303817
1806,branch,13.871405,7.2802324
1807,lice,14.250315,1.6653293
1808,augustijn,16.549755,4.3147545
1809,paintings,17.672503,3.1183145
1810,asleep,15.23358,4.8403826
1811,vest,13.934782,4.0092115
1812,bingham,12.115919,3.329429
1813,water,17.954395,4.1856265
1814,praying,13.887845,0.6067469
1815,behalf,16.896736,3.3348417
1816,wind,12.8623,5.000039
1817,caterpillar,13.413933,6.2807345
1818,banners,17.377542,3.4481616
1819,fortress,12.258025,4.417659
1820,beelenkamp,13.430023,4.288742
1821,reis,13.916157,1.9081595
1822,bagpipes,17.445192,2.0750372
1823,retinue,14.430513,4.3831773
1824,cheeses,14.722516,6.440994
1825,depicted,16.70822,3.307847
1826,shoots,14.028316,5.2250257
1827,carried,16.181679,3.6343005
1828,brazilian,10.645849,2.693003
1829,brimmed,11.154728,4.0304875
1830,anna,12.455286,1.3105469
1831,vlooswijk,10.811568,3.4386518
1832,workspace,15.90098,2.6325016
1833,time,15.631768,3.6799006
1834,despair,13.706803,2.793399
1835,sign,17.807446,4.0190916
1836,presumed,13.462124,2.8263063
1837,leidsegracht,14.754671,2.2514048
1838,wheat,11.182888,5.837479
1839,pigs,13.700022,6.3999104
1840,philippe,12.944629,2.1497183
1841,meeuwen,12.551452,7.405142
1842,blooming,14.513157,8.065978
1843,pitcher,15.407707,1.5551109
1844,loon,12.54268,7.14885
1845,del,16.139008,3.1729355
1846,ark,15.398355,4.23174
1847,flows,15.208092,5.0498457
1848,bed,15.261297,4.913617
1849,drost,13.890645,3.1548455
1850,ships,10.330082,4.934963
1851,shelves,16.536205,3.2603564
1852,couwenhove,11.145885,3.9043314
1853,locks,14.111023,5.307413
1854,radiant,17.62085,4.53015
1855,gilt,16.612886,3.584476
1856,shower,16.060028,5.928373
1857,special,17.067808,4.0196896
1858,jug,14.965178,5.9015083
1859,arms,13.794677,4.6418123
1860,saaihal,12.165744,3.8521416
1861,jago,14.426399,7.00166
1862,poll,13.882683,4.6757426
1863,peter,16.247726,5.0842557
1864,garters,11.722688,5.7779727
1865,country,11.085565,5.332769
1866,library,16.508799,2.697607
1867,flanders,9.041938,2.9158103
1868,wraps,14.720648,5.3794503
1869,goatee,13.435406,2.9979064
1870,cradle,15.239431,5.061415
1871,obelisk,12.030547,5.214689
1872,beheaded,13.733279,4.097025
1873,fleet,10.504351,4.875069
1874,argument,15.7575,2.3590937
1875,drummer,17.422604,1.9041704
1876,canvas,17.04002,3.3775551
1877,granida,17.14687,5.3326263
1878,olive,14.329358,6.936607
1879,torches,12.859069,5.3210936
1880,fruit,14.530285,7.0077653
1881,relief,16.632395,3.6328623
1882,wagenaar,16.882038,5.822766
1883,zuylichem,14.614875,5.30778
1884,da,17.98195,4.29227
1885,cornelsz,14.294178,6.5665593
1886,vliet,11.014007,4.462427
1887,st,17.22421,4.4908266
1888,henri,12.3681,2.0561657
1889,eliezer,16.646902,5.023402
1890,beverningk,13.979037,4.104973
1891,cared,15.3355465,3.8362718
1892,people,14.329773,0.9336173
1893,rifle,13.838809,5.539671
1894,werff,12.916612,2.3362725
1895,robe,14.843885,1.4152265
1896,hem,11.82949,4.1186395
1897,closet,15.579323,5.328724
1898,hessen,9.237944,2.8791094
1899,tapestry,15.227323,4.877806
1900,see,10.639616,4.220649
1901,greyhound,12.692606,6.6857266
1902,gondolas,10.478037,4.6294274
1903,muilman,11.849183,3.7639892
1904,civilis,14.164536,3.166019
1905,admire,17.836586,4.469668
1906,damat,12.778031,0.6111688
1907,hop,13.176348,3.5441608
1908,reunion,14.199152,2.1176436
1909,maraty,15.711873,1.8887933
1910,priests,13.7272005,0.7205657
1911,fire,12.959021,5.1863933
1912,tambourine,17.437693,1.9408866
1913,ij,15.47644,3.07662
1914,laundry,16.256006,5.776913
1915,rocky,13.260741,3.1740248
1916,oopjen,13.746023,2.975069
1917,fashionable,14.696084,1.4259547
1918,envoys,16.796602,3.929533
1919,lap,15.272538,4.3500524
1920,blokkersdijk,10.144221,3.819697
1921,asparagus,14.226188,7.010681
1922,semi,13.485614,3.9973807
1923,straw,13.733457,5.56296
1924,pole,11.055878,5.570782
1925,i,17.689491,4.1535068
1926,tsar,16.973635,4.377907
1927,outer,11.59765,5.0700665
1928,heyligers,13.90251,5.567008
1929,gunnery,15.786723,4.436464
1930,lille,14.481195,8.008813
1931,rijswijk,10.881063,3.5256753
1932,fan,14.616032,4.5573354
1933,palace,10.783273,0.46212524
1934,historian,13.921416,2.4207299
1935,wilhelmina,12.1407995,1.0549922
1936,unicorn,12.185849,6.676304
1937,mosselsteiger,13.599663,6.3451767
1938,race,14.052612,3.1147892
1939,ivory,14.65328,4.6705537
1940,awards,16.430601,1.785973
1941,delegates,15.895096,1.072494
1942,carlos,12.5724945,2.2318325
1943,maliebaan,10.700441,3.2910378
1944,go,17.879732,4.565186
1945,hip,14.867361,3.5233088
1946,trucidata,15.367921,3.4000423
1947,james,11.604566,1.1235249
1948,shoulder,13.755434,4.5238447
1949,anonymous,17.639055,4.051238
1950,veil,15.577184,2.2139523
1951,marys,12.398948,1.3254839
1952,love,14.588012,2.9814236
1953,oval,13.222838,3.6036901
1954,tub,16.047949,5.909134
1955,windows,12.147044,4.896036
1956,angels,13.07924,5.660767
1957,feitama,13.549469,3.4145482
1958,pensionary,16.168665,3.685234
1959,kâtibî,15.822032,4.774486
1960,villagers,11.366642,3.5097277
1961,lease,14.940658,2.9467866
1962,documents,17.504446,3.728385
1963,cavalier,11.593119,6.779865
1964,trip,14.853005,3.1595716
1965,fed,16.080105,4.561536
1966,distinguish,17.677444,4.204021
1967,shaven,12.828635,3.4692347
1968,fransz,13.344432,4.2138777
1969,cooking,15.342757,6.417334
1970,rise,12.44639,3.9009514
1971,nativity,13.5121155,0.5908937
1972,neck,13.505464,4.254362
1973,globe,12.271561,4.095603
1974,umiltà,13.877462,1.6529657
1975,peaches,14.456373,7.0884166
1976,mollerus,12.108068,2.65913
1977,pots,14.840948,5.8652086
1978,quarters,14.507907,5.2620745
1979,parvae,13.516848,3.4674053
1980,future,13.95651,2.1748922
1981,martyr,13.613892,0.82976484
1982,ter,15.625489,3.9412835
1983,accomplice,14.4988985,1.6265128
1984,characters,15.228355,1.1423918
1985,spaarne,14.040018,4.8376245
1986,vitae,14.335074,2.348686
1987,canaan,10.471286,2.8063073
1988,anatomical,14.172619,4.511421
1989,prado,11.796929,4.1223235
1990,capital,12.348345,3.0529954
1991,cushion,14.982991,4.8100557
1992,goose,12.491583,7.3201566
1993,theology,14.041606,1.4801512
1994,advertising,17.509842,3.5224097
1995,noordermarkt,16.11108,2.6444597
1996,wijs,12.513024,3.753317
1997,olives,14.33485,6.9137783
1998,watch,17.984282,4.760419
1999,cabbage,14.528208,7.1341405
2000,din,17.227036,3.6161945
2001,clock,15.7092,3.8008633
2002,inmates,15.327923,0.88985497
2003,present,15.918297,3.947827
2004,mogge,13.277,6.100055
2005,were,14.698374,2.7889557
2006,bait,11.928841,3.8932266
2007,charlotte,10.255972,2.9447548
2008,boiler,15.548278,5.232917
2009,baronet,12.166894,3.1576982
2010,treaty,15.840984,3.1504846
2011,harmensz,18.269474,4.8487434
2012,expedition,13.927131,2.1739867
2013,batavian,12.529247,3.3139563
2014,halberd,13.29977,3.889146
2015,drink,15.073019,5.8377123
2016,inkwell,14.623279,4.6423736
2017,loosely,13.534309,3.50797
2018,defeat,13.6884575,2.5908895
2019,gezigt,15.999409,4.6135273
2020,extraordinary,14.273767,2.5752363
2021,club,12.281309,3.775155
2022,pomegranates,14.472934,7.115038
2023,hood,13.5776415,3.6440167
2024,features,16.994976,4.102677
2025,merchant,15.615857,2.47418
2026,pot,11.5196,3.8275852
2027,madame,12.63983,0.75423604
2028,filled,15.583164,5.9229565
2029,clothes,14.762598,1.4442499
2030,halt,13.867588,2.682488
2031,waiting,14.7033,2.8713443
2032,statue,14.820857,0.5640196
2033,cavalry,11.620735,6.78756
2034,falls,11.008235,4.5545864
2035,plaster,14.855402,4.5686593
2036,comparable,16.106575,3.143284
2037,mevlevi,12.919063,4.326516
2038,patrona,13.897608,2.6667604
2039,apron,15.156901,5.167133
2040,johanna,11.743353,0.98534876
2041,included,16.626614,3.5521517
2042,honthorst,12.825646,3.0852118
2043,effie,16.753433,4.74942
2044,pinakothek,15.642532,5.4819756
2045,operation,16.91325,4.0481043
2046,glasses,15.517754,4.4950504
2047,bakhuysen,12.012003,3.9573421
2048,higher,13.629409,2.2851923
2049,siegen,13.936262,2.0837815
2050,bowing,14.581023,3.846906
2051,heavenly,17.027273,5.2077723
2052,beheading,13.614919,4.002973
2053,landscape,11.112677,5.236206
2054,dogana,14.4492035,1.6775169
2055,gulf,10.380118,3.6916103
2056,hilt,11.923921,3.6008067
2057,salome,12.213253,5.9452534
2058,apotheosis,12.45441,2.2734802
2059,masts,12.196051,4.937028
2060,tram,16.822319,5.9272056
2061,joanna,12.103783,0.8505768
2062,hortensia,14.500773,7.314456
2063,suzanna,12.258394,0.7884175
2064,dervish,12.831408,2.7271779
2065,rebecca,12.173822,0.81707746
2066,counts,17.323702,4.041804
2067,vanmour,13.707725,3.0471876
2068,hussars,12.690951,2.4612143
2069,minerva,12.9326515,3.939632
2070,bear,12.871411,6.21163
2071,rabbi,11.194622,1.9077526
2072,former,17.052492,4.221102
2073,making,15.058816,2.75977
2074,duccios,12.686694,1.1430473
2075,nes,14.692947,2.7929978
2076,crusade,13.68624,1.2365807
2077,.,18.108946,5.173749
2078,dog,12.85399,6.453118
2079,tunis,10.335923,2.3985102
2080,banks,10.955156,4.12498
2081,adriaenszoon,10.279765,2.2165337
2082,wait,17.83956,4.3587356
2083,earlier,14.625632,2.6503584
2084,brik,12.773854,3.5398545
2085,indies,10.651794,2.4305992
2086,evening,12.78599,4.45546
2087,kuyper,13.041619,2.4782753
2088,pupils,15.982503,1.3327613
2089,mercury,16.437084,4.9815607
2090,solms,17.590183,4.4978547
2091,crockery,14.747318,4.7694783
2092,nymphs,12.997045,2.617565
2093,brazilians,10.6396675,2.656348
2094,limburg,9.292289,2.7709827
2095,oak,13.971797,6.239185
2096,endangered,13.9391985,2.8635669
2097,brentanos,12.147098,2.8787894
2098,chestnuts,14.264581,6.772397
2099,general,13.664141,2.4458158
2100,rembrandt,12.690261,2.086142
2101,gravedigger,14.858527,4.263782
2102,textile,15.006062,4.935992
2103,metal,14.880774,4.3304753
2104,sieuwerd,14.120719,4.382485
2105,ijssel,15.984107,6.0899134
2106,dedicated,16.859066,3.4041142
2107,grisaille,13.79439,4.5284643
2108,pyramid,12.138754,3.7892976
2109,coligny,13.08434,6.320197
2110,rubs,14.370661,5.3248906
2111,home,11.730725,4.1824026
2112,butter,15.031771,6.6637487
2113,eventually,15.425292,3.244304
2114,foix,12.765058,6.7367563
2115,dervishes,12.725948,3.2260942
2116,martins,14.74351,6.017139
2117,sophie,12.201501,0.83035034
2118,countryside,11.087756,5.3194222
2119,consisting,16.27018,3.1997643
2120,canneel,14.610314,5.2950306
2121,wheeled,15.068243,4.9868903
2122,science,16.000263,3.3433893
2123,lamplight,12.721586,5.23856
2124,wounds,13.382425,4.371486
2125,john,11.63547,1.1211427
2126,months,14.998946,2.4311833
2127,asia,11.373678,2.8777828
2128,transience,13.807869,2.0541954
2129,plate,15.482675,6.3897147
2130,years,15.049406,2.565996
2131,wales,10.108927,3.0682893
2132,shoes,13.758284,5.1801586
2133,garlands,14.504577,5.4001245
2134,sailing,10.37925,4.937833
2135,gauze,13.113326,4.104521
2136,dolphins,12.437407,5.8831744
2137,op,17.32999,4.345205
2138,buck,13.016041,3.4320788
2139,boreel,15.772942,5.175762
2140,ponte,9.599028,5.009027
2141,spinster,13.780022,3.4917703
2142,items,16.030846,3.634476
2143,gand,14.959695,2.383546
2144,extractor,17.888317,4.2423563
2145,waterfowl,12.581355,7.097781
2146,kallâvî,13.752554,3.9374626
2147,princes,12.374999,0.898185
2148,study,16.33085,2.663668
2149,numerous,15.116283,1.9700668
2150,saint,13.437112,0.9051949
2151,davids,12.860546,2.4666667
2152,mating,15.494354,2.0341582
2153,exhorts,13.854516,1.7824975
2154,haagse,16.766237,6.016047
2155,self,16.188927,2.2246592
2156,haarlemmermeer,10.038847,3.3932185
2157,cave,11.712847,4.1260314
2158,scylla,13.458744,3.624484
2159,spijk,13.358226,2.9966683
2160,mans,15.230568,1.5079372
2161,production,16.551664,2.1959822
2162,senator,16.350327,4.1000104
2163,seascape,10.465902,4.334969
2164,kneel,13.48569,5.008876
2165,chopped,15.05872,6.652952
2166,reads,17.42133,3.6852076
2167,brother,13.980115,1.5646324
2168,raises,17.010485,4.6496286
2169,song,16.99159,2.4248796
2170,cuffs,14.180039,4.8082724
2171,topkapı,12.001853,4.047703
2172,licked,13.399356,3.180526
2173,cosmas,16.285686,4.079025
2174,young,13.786609,1.5007726
2175,cape,10.325517,3.7568946
2176,bethesda,13.240352,0.62723076
2177,natives,11.93722,3.4917629
2178,bright,13.012434,5.0263147
2179,bread,14.712164,6.473853
2180,classical,16.137068,4.279188
2181,poor,14.516067,3.4701664
2182,statenjacht,10.334899,4.9449925
2183,mehmed,12.170735,1.7664069
2184,hezenbroek,13.937086,4.820456
2185,companions,15.236411,1.2458296
2186,prince,12.583098,1.1309961
2187,games,15.413771,2.5357356
2188,table,15.709927,5.86597
2189,landscapes,11.124984,5.206514
2190,royal,16.385496,4.2966843
2191,spilpenning,15.30476,3.8535721
2192,fled,14.696719,4.6240597
2193,music,17.151264,2.3884299
2194,ahead,16.241592,4.2944074
2195,bathing,16.017271,5.9372916
2196,room,15.684748,5.5651965
2197,frightened,16.098736,6.198377
2198,rijk,13.145893,1.8606976
2199,waters,15.102314,5.377618
2200,solomon,13.10242,1.7091739
2201,margaretha,14.318789,7.535453
2202,multicolored,16.303629,4.4097896
2203,halfway,13.218917,3.7877192
2204,hogendorp,11.031364,3.5487218
2205,buynou,16.485996,5.121007
2206,double,16.526657,4.5123706
2207,pendant,13.839188,4.484491
2208,douwe,12.818664,2.420685
2209,hollyhock,13.077639,3.3031986
2210,winds,17.458336,5.5242877
2211,viewing,11.793981,4.4753113
2212,assembly,16.385403,3.5005758
2213,pilasters,12.076824,5.273224
2214,bancken,11.158049,4.078573
2215,roamed,15.615696,5.499378
2216,beuningen,13.708312,2.3669639
2217,kerk,13.69415,-0.07263163
2218,month,16.73645,3.5195022
2219,dionijs,14.368181,7.6868873
2220,countess,12.385291,0.8251058
2221,peasant,13.309853,1.5340242
2222,anteater,12.534528,6.7285943
2223,gunboat,10.329474,4.9090457
2224,elsje,13.152211,2.387576
2225,joos,12.693236,2.8633106
2226,monastery,13.696488,-0.05518692
2227,jumping,14.522953,3.7950108
2228,beggar,16.425743,5.398628
2229,bronkhorst,13.362779,4.557315
2230,nt,14.701095,2.8919625
2231,nursery,15.612858,5.3858924
2232,solemn,15.38712,2.9455974
2233,rake,13.166606,3.2979121
2234,stalls,16.26301,2.705574
2235,public,16.362158,1.420278
2236,gillis,13.241482,4.1953006
2237,committee,15.920242,1.9358948
2238,sluis,11.854087,4.1280246
2239,hedge,13.575309,7.0457125
2240,bay,10.543733,4.0717344
2241,step,17.750795,4.356638
2242,lansbergen,9.740736,4.039071
2243,sophonisba,15.760445,5.3189583
2244,executioner,13.445217,2.0992103
2245,harmanus,12.294056,2.1121442
2246,hilversum,14.084619,2.7466707
2247,leading,14.749554,2.4476576
2248,rhineland,9.309201,2.8177853
2249,demmeltraadt,14.543167,4.851122
2250,descends,16.604738,5.106788
2251,hands,14.2268915,4.5436225
2252,fortresses,12.45137,4.605257
2253,berry,14.478933,7.0572467
2254,gerbier,14.340094,7.7344246
2255,sphinxes,11.145899,2.8417673
2256,ducks,12.504036,7.3970947
2257,get,18.04622,4.7316003
2258,machteld,13.021343,5.1860876
2259,stavoren,13.781092,3.0686054
2260,halpoort,11.609828,4.795465
2261,covered,15.904352,4.661715
2262,lemon,14.698516,6.970583
2263,pyramus,12.075076,3.4715326
2264,beerenberg,9.756846,4.0430512
2265,songbook,16.563929,2.5316932
2266,kneeling,13.455666,5.0303264
2267,bloom,14.470969,7.9858856
2268,scissors,14.135581,5.4697213
2269,stars,16.678265,5.023372
2270,birches,13.869539,7.21518
2271,oldest,15.965233,4.2670603
2272,supervision,14.761015,2.2482567
2273,killed,14.56771,3.1523507
2274,recognized,15.1663,2.679973
2275,huge,15.890902,-0.035414565
2276,chicks,12.87289,7.244513
2277,descent,13.581772,2.6919532
2278,bears,12.9106865,6.0920143
2279,gaston,12.210733,2.3720925
2280,sailors,10.321627,4.9539547
2281,grave,14.341071,0.3029787
2282,needlework,14.784678,4.918759
2283,crown,12.97319,1.3571893
2284,entrance,11.679692,4.9532948
2285,supposedly,14.044131,2.300982
2286,accuses,14.394423,4.409897
2287,sk,15.63009,3.1224723
2288,injured,14.433885,3.4755907
2289,rabbit,12.801173,6.6133833
2290,occupying,16.407404,4.042495
2291,cleric,13.709045,0.34833005
2292,napkin,15.011427,4.6264367
2293,antwerp,8.950997,2.867718
2294,thisbe,16.51123,3.678125
2295,valois,10.794965,4.3459597
2296,jacobus,11.576668,1.1856693
2297,samuel,13.0861,2.0039425
2298,receive,16.77627,3.4487708
2299,soek,14.387561,2.634126
2300,merged,15.380743,3.564733
2301,hoyngh,16.481739,5.0652223
2302,s.,17.987736,4.4701314
2303,fifth,13.901716,2.8629274
2304,symon,13.191786,1.9036366
2305,betrothed,14.364729,2.0191479
2306,rosecrans,14.383672,6.009099
2307,bartholomeus,12.129496,2.8415236
2308,moses,12.308439,2.401181
2309,rijksmuseum,10.8403425,0.5322286
2310,airs,17.349087,4.9113007
2311,halil,15.21362,4.837959
2312,laugh,14.468219,1.9642328
2313,wading,14.614595,3.642849
2314,god,14.139702,1.7643741
2315,san,11.706185,3.4695086
2316,conegory,15.985745,4.4995136
2317,watering,15.464044,5.3895526
2318,tribute,15.038872,2.7593372
2319,schrevelius,12.834862,2.4515603
2320,pincushion,14.820926,4.788967
2321,ms,17.090233,3.8377006
2322,touts,14.179185,2.5750422
2323,bordered,17.040718,4.075727
2324,surmounted,14.0121565,3.1292608
2325,makers,15.461019,3.3953679
2326,line,15.737515,2.8359368
2327,cloud,12.863548,4.7828827
2328,roger,12.820806,2.2506514
2329,personification,14.3139105,0.94856405
2330,digna,13.616313,1.9993415
2331,nest,13.37807,4.807317
2332,ruysch,12.967188,3.0897534
2333,windowsill,12.054125,4.8224196
2334,ashore,10.457862,4.330538
2335,countrys,17.402014,5.218862
2336,quart,15.317134,3.6739824
2337,center,12.024436,3.625812
2338,bird,12.620112,7.3232894
2339,koch,15.460932,5.9954133
2340,designs,16.48005,3.6724126
2341,jeanne,11.964456,0.84836674
2342,herman,12.366903,2.0238433
2343,talking,15.049018,2.5019896
2344,triktrak,16.795399,5.8296256
2345,besiegers,14.686548,1.0160015
2346,backwards,15.158936,3.231399
2347,haarlemmerdijk,9.987013,3.4467065
2348,boys,14.5908375,1.21476
2349,turtle,13.289143,6.3236303
2350,lace,14.603023,4.9066896
2351,slack,13.153979,3.0740137
2352,biblical,17.140995,3.964546
2353,thermia,14.771226,3.9415195
2354,underline,15.449479,2.7190983
2355,knees,13.554846,4.9796486
2356,dietz,13.1882925,2.4749053
2357,gallery,15.642744,4.955257
2358,cakes,15.030135,6.33695
2359,holofernes,12.947948,4.3930335
2360,balustrade,12.294737,4.990114
2361,mausoleum,14.372926,0.25582612
2362,laid,12.415741,3.7253964
2363,digging,14.732608,4.049489
2364,astonished,14.083803,2.69329
2365,currents,15.9045105,4.001315
2366,maerten,11.447669,3.8676052
2367,extracted,17.19975,3.9897764
2368,easel,15.343408,5.131461
2369,north,14.729845,-0.5982076
2370,hillegonda,11.415795,4.6227818
2371,weelinx,12.728073,2.665333
2372,broker,15.97538,2.890839
2373,philiipe,16.27578,4.962676
2374,grotesques,14.863719,3.33399
2375,bakes,14.768113,6.365379
2376,simon,13.082624,1.794267
2377,kills,14.462396,3.4104602
2378,harvesting,11.029886,5.633285
2379,van,16.825882,5.8593006
2380,screens,16.855429,3.562176
2381,why,16.63128,4.1994414
2382,rag,14.4433565,5.3239965
2383,isaac,12.130289,1.8459638
2384,dress,14.829063,1.3801243
2385,bones,13.467312,4.7967634
2386,drummers,17.396935,1.865878
2387,carcass,13.362815,4.5965557
2388,foundress,12.731252,0.85743856
2389,lorraine,12.374667,3.0127146
2390,lacquered,15.98017,5.1151276
2391,carriages,16.779413,6.3011017
2392,doesburg,9.251322,2.7692733
2393,w.,18.166008,5.0003147
2394,zodiac,16.515879,4.0918746
2395,novel,16.191885,2.4646122
2396,erysichthon,14.066525,7.088739
2397,marquette,15.812465,3.9846435
2398,overpainted,17.651625,3.1319735
2399,physician,16.372704,3.5832815
2400,shawm,16.434637,5.056242
2401,contemporary,16.188124,4.146966
2402,crew,15.598192,0.80526423
2403,female,12.928702,0.4413487
2404,waterway,10.78018,4.391414
2405,cutout,14.697466,4.7978945
2406,baud,14.454179,5.1242604
2407,daughter,12.842238,0.50330186
2408,middle,16.23881,4.441629
2409,interpreters,16.901476,1.6831466
2410,foot,16.978327,4.828879
2411,willekens,14.778965,5.456945
2412,suit,13.995889,3.513411
2413,govert,15.693508,3.400633
2414,munttoren,12.021562,4.8985534
2415,taught,16.160313,2.1347227
2416,fourment,15.75884,3.9077225
2417,bolle,13.890372,5.2417455
2418,dr,16.12112,3.5853
2419,carry,17.975702,4.954942
2420,tail,12.969569,3.5904388
2421,lioness,12.636221,6.4366746
2422,janssens,11.631278,1.1010458
2423,horn,13.313355,4.343284
2424,eunuch,12.731638,6.6001043
2425,ovids,13.146303,3.6149385
2426,utrechtsestraat,8.852235,2.8656623
2427,outpost,13.598267,2.653892
2428,monarch,13.274838,6.0058613
2429,set,16.04523,3.6665363
2430,eggs,14.396,6.4157925
2431,headgear,13.827353,4.3084126
2432,uprising,13.865232,2.2250698
2433,struggles,13.792441,1.718067
2434,stands,16.59967,1.9441886
2435,cupboards,15.617247,5.070904
2436,bijgaarden,11.973418,5.7190833
2437,zither,16.399687,4.5803866
2438,daffodils,14.296061,7.616491
2439,gunners,14.954322,1.0725216
2440,sculptures,14.859607,0.6021423
2441,straatje,11.433928,3.7992992
2442,beach,10.445946,4.2895136
