,words,x,y
839,calf,12.193275,6.5474405
840,dealer,16.769249,2.3951929
841,beieren,12.976687,6.102657
842,client,16.864447,2.8729832
843,quiver,12.989893,2.85197
844,leest,15.22791,4.3372407
845,low,16.717167,4.750276
846,coffee,15.090358,6.0599856
847,indisch,10.767119,2.46204
848,body,14.380882,4.2129517
849,steward,13.456438,1.3608384
850,warnars,17.769527,4.657612
851,guinea,10.539244,2.6145644
852,teenstra,15.8929615,4.400122
853,christian,13.835722,0.40831268
854,delacroix,10.402675,2.8866694
855,bag,15.065437,5.184017
856,curbs,16.62278,5.526309
857,infantry,14.869417,0.6034337
858,robbers,14.455649,1.2027984
859,thorns,13.879689,7.0191736
860,hen,13.258846,1.9275558
861,kettles,14.857294,5.8601637
862,snowy,16.181305,6.1734333
863,belonged,14.769858,2.8489094
864,mossel,13.571919,6.3198953
865,barber,14.107832,4.1986504
866,harbour,10.352383,4.4636703
867,johan,11.654549,1.1729525
868,zaagmolenpoort,11.608357,4.7449336
869,sacrificial,16.740602,3.8897812
870,titian,13.141504,2.2461917
871,cloak,13.824606,3.8841286
872,having,15.206559,2.5209389
873,silent,14.575769,3.1190376
874,gisignies,17.210295,4.161802
875,meeting,15.449136,1.8786157
876,pictured,15.80549,2.2615316
877,receives,15.621529,3.1225512
878,francis,10.133578,2.6896245
879,day,17.185696,5.219636
880,herd,12.139543,6.319723
881,quadrifrons,16.923967,3.8140674
882,roos,14.489239,7.738274
883,snake,13.436131,6.277082
884,closed,17.542019,5.1050262
885,cutting,14.625197,4.849809
886,chamber,15.609363,5.516538
887,sketches,17.81043,3.2025592
888,red,16.881876,4.810844
889,horse,11.67298,6.76593
890,balthasar,12.651892,3.4806428
891,galleon,13.196727,6.3897996
892,martens,12.417726,1.6775246
893,bone,13.493166,4.6856694
894,vlaardingen,12.383915,3.3797998
895,bergen,9.754666,4.053808
896,letter,17.463974,3.705699
897,detailed,17.364132,4.461413
898,der,13.383842,2.0796196
899,steep,11.770686,4.0526786
900,giorgio,12.155134,2.6266613
901,purchased,15.70372,3.061284
902,mob,17.12954,4.443597
903,bertius,10.301863,2.707399
904,silhouette,16.564623,4.281195
905,viola,14.927785,4.690543
906,grootes,13.56281,2.7852025
907,dirck,16.433172,4.8544874
908,kris,16.14348,4.6907926
909,rays,13.244086,5.231934
910,courtly,16.593632,1.8451928
911,admiralship,10.282464,4.949727
912,censier,16.250198,2.2563925
913,sizes,17.785168,5.0232496
914,inventoried,14.1956625,1.580889
915,gelderland,10.045141,3.0547316
916,israelites,11.12919,1.9586686
917,atalanta,10.278135,2.9797573
918,kensington,10.719876,3.3256836
919,racing,14.062478,3.1180928
920,baroness,12.187364,3.0477622
921,statues,14.85615,0.5775298
922,cover,16.473331,2.9104428
923,slijpstenen,13.532267,2.1342978
924,loot,12.875554,3.1692984
925,cuyp,16.688328,4.8791995
926,hope,14.266095,2.1978827
927,pencil,14.808911,4.7706356
928,colonnade,12.05166,5.2322793
929,rests,14.305211,4.8252435
930,enkhuizen,10.316519,3.0350041
931,ottsz,15.361293,3.3453069
932,wisselingh,13.782139,1.0717802
933,armchair,15.78451,5.2342453
934,portal,11.629947,4.672678
935,battles,16.804731,4.3011055
936,adriaen,10.344536,2.2786376
937,jansdr,11.659897,1.1933744
938,yacht,10.349753,4.939625
939,soldiers,14.84186,0.6101796
940,downed,14.0293255,3.1875193
941,baker,15.293555,6.201523
942,frederick,12.393404,2.0214138
943,apple,14.39672,6.9722805
944,open,17.418144,4.852996
945,arch,11.577376,4.795947
946,lily,14.312131,7.707907
947,corinthian,11.180262,2.7440875
948,corporalship,14.209882,3.8830152
949,busy,10.935687,3.5850542
950,porte,11.762805,4.842667
951,magi,15.061992,3.4240503
952,beresteyn,15.977953,4.6094303
953,player,16.538828,1.6050723
954,drunk,14.024079,3.4035707
955,satin,14.856997,4.621903
956,carthusian,10.974586,2.7077875
957,goldfinch,12.652166,7.1621966
958,last,14.298476,2.8654711
959,purple,14.879843,4.5735235
960,headdress,13.830464,4.334538
961,inlaid,16.514824,3.4549096
962,elders,14.242072,1.2114283
963,patmos,13.660897,3.3864324
964,modern,16.041784,4.098191
965,visscher,11.9851265,5.8984075
966,halberds,13.364101,3.998883
967,followers,15.318615,1.1550442
968,putti,12.554929,4.174859
969,do,15.886868,3.4091768
970,lifts,12.154513,4.980183
971,piece,16.785496,3.4712782
972,bluebells,14.091881,7.2635913
973,baskets,14.871708,6.0786767
974,seagoing,10.464314,4.3615727
975,polder,14.413691,4.905966
976,rebellion,14.02315,2.1566477
977,plaeyerwater,15.154894,5.4347425
978,modena,13.540451,1.9600164
979,tobias,10.283867,2.618205
980,mackerel,12.384819,1.9937412
981,heart,17.610939,4.6863523
982,make,15.516994,4.0213056
983,lute,12.953863,3.1074498
984,entombment,14.326273,0.3062745
985,sample,15.798408,3.0332906
986,kock,15.436785,5.966639
987,glasgow,10.042906,3.0189705
988,road,17.264654,5.563698
989,sell,15.684449,3.1391122
990,batavia,10.352099,2.5615351
991,bell,13.303866,4.097949
992,pranger,13.412566,2.2921286
993,meets,16.667912,4.6598735
994,t,16.234173,4.3689766
995,shielded,15.190351,3.2758338
996,trophy,16.42438,2.153347
997,crevole,13.34734,4.932517
998,della,16.050371,3.119789
999,homburg,16.753794,5.4398565
1000,stone,14.916617,5.494112
1001,tondo,16.46301,4.743889
1002,tucked,13.367235,3.1268828
1003,region,17.25188,4.467189
1004,space,16.551346,5.0147123
1005,henry,12.322942,2.02077
1006,sloop,12.32035,4.7983265
1007,milks,14.934977,5.7740116
1008,place,17.238512,3.8920002
1009,images,17.572475,3.6524024
1010,drawing,17.80403,3.2519932
1011,grachten,10.755363,4.4182057
1012,probably,15.51254,3.1580381
1013,charles,12.522473,2.0723839
1014,farm,11.041752,5.258932
1015,miniature,15.794549,2.909713
1016,jephthahs,11.650946,1.3358065
1017,gaze,16.998934,5.2082562
1018,devils,13.156975,2.5387506
1019,prominently,16.818304,2.1057231
1020,billboard,17.611824,3.4988852
1021,phoenix,12.623075,6.3193994
1022,bese,13.734333,4.3344474
1023,vague,13.3192425,4.540632
1024,delft,8.844585,2.879935
1025,officer,13.496045,1.5208132
1026,weapons,13.877835,5.5336127
1027,gathering,15.513159,1.8525522
1028,swedish,9.354401,2.9252758
1029,scrollwork,15.136629,4.6658897
1030,reinier,12.463727,6.27183
1031,cornelis,14.1993885,6.41124
1032,maderna,10.508031,2.8818767
1033,confirm,18.236408,4.7392745
1034,couch,15.814358,5.3158383
1035,canopy,12.111442,4.7050743
1036,fourth,15.070196,3.5277662
1037,candlelight,12.824366,5.370538
1038,names,17.792664,5.0499225
1039,gatehouse,11.614701,4.7601376
1040,mourn,12.301753,3.6083949
1041,reading,16.359753,2.5859096
1042,archibald,11.67352,2.6251283
1043,revolt,13.953763,2.1458468
1044,midlothian&quot,10.380863,3.2676892
1045,elliot,12.712572,2.654746
1046,clifford,12.476426,2.6274593
1047,grand,15.073193,3.5955355
1048,preparing,15.558291,5.8590035
1049,gift,13.260799,5.714336
1050,sleeping,15.048292,4.6538277
1051,goat,12.233923,6.545954
1052,flies,13.524183,3.0247326
1053,austria,9.280828,2.8273838
1054,layers,15.4855795,4.145066
1055,capernaum,10.618101,2.5644908
1056,anabaptist,13.806571,0.43908855
1057,stirum,12.496343,3.7574923
1058,grandchild,14.513967,1.2613057
1059,prominent,16.889734,1.9718834
1060,nausikaa,14.36324,6.3147116
1061,arcade,17.483213,4.737525
1062,merchantman,13.287062,1.5498768
1063,copper,15.054348,4.938235
1064,velvet,13.785788,3.8165994
1065,engineer,15.436142,2.2915788
1066,kops,13.476771,4.855669
1067,eldest,14.660739,2.3224924
1068,forum,12.4188,3.508669
1069,cheese,14.677255,6.4502635
1070,elderly,14.250275,1.2041638
1071,ǐbrahim,11.751397,1.8838032
1072,males,9.747868,4.0573797
1073,antique,17.211424,4.726441
1074,inspectors,15.516285,1.0220802
1075,graeff,12.381909,2.4557672
1076,earthenware,15.205462,5.575715
1077,manlius,12.523154,1.8110229
1078,gaspard,12.644624,6.4557095
1079,weighs,17.906538,5.103425
1080,regiment,14.881432,0.60947335
1081,humility,13.792181,2.0953236
1082,munts,15.03513,4.3162866
1083,groningen,12.129216,3.3221655
1084,instead,15.303258,3.1773098
1085,hills,11.395803,4.223709
1086,president,16.418863,2.0647345
1087,châtillon,14.6173115,6.632043
1088,beykoz,16.608862,4.686175
1089,descury,16.768385,4.857572
1090,titia,13.061631,2.7732365
1091,rendered,16.935534,3.3438084
1092,jordan,10.60221,2.3696547
1093,brothel,15.016253,6.72916
1094,mud,11.092288,4.769503
1095,sleigh,16.731548,6.2784824
1096,smeerenburg,9.146425,2.72969
1097,hammer,13.981831,5.4452205
1098,bachi,12.930401,6.2237635
1099,use,18.16001,4.7505217
1100,eyes,13.718005,3.9817305
1101,hinloopen,14.274099,3.0842323
1102,distinctive,16.967104,4.1829443
1103,artichoke,14.491245,7.123596
1104,antoni,11.970537,2.2427354
1105,marguerite,14.368111,7.795782
1106,completed,16.070065,3.1653366
1107,hendricksz,12.378002,1.9671652
1108,noorderkwartier,14.731208,-0.60902345
1109,growing,14.052513,6.874952
1110,pillow,14.972509,4.8065763
1111,hemert,12.391414,2.1533206
1112,close,17.781286,5.1955833
1113,handel,14.99865,2.4432821
1114,farmhouse,11.243595,4.793114
1115,painted,17.679163,3.1189296
1116,decor,16.467684,4.1541896
1117,mire,11.924976,4.520371
1118,interest,17.395054,4.0276933
1119,castle,10.726538,0.5442784
1120,baptism,13.836801,0.44380084
1121,hares,12.79716,6.624134
1122,pietermaat,14.29772,4.787369
1123,tiber,10.47483,3.9534345
1124,strongholds,16.950855,4.657871
1125,brij,13.928104,4.1509523
1126,mr,12.690799,1.6230178
1127,shore,10.480943,4.3020587
1128,squadrons,14.980905,0.6632432
1129,headscarf,14.019196,4.4002414
1130,presumably,14.027304,2.3453734
1131,hand,14.185794,4.540366
1132,grote,15.889003,-0.029667169
1133,bourbon,14.775103,5.707674
1134,already,16.92797,3.4046865
1135,descending,15.772793,4.75101
1136,lamb,12.238032,6.374475
1137,regentesses,12.388933,0.84236234
1138,competition,16.727676,1.9351375
1139,empty,17.38891,5.4142113
1140,mnemosyne,14.843789,0.97032666
1141,poem,16.326193,2.2515907
1142,knives,13.917289,5.6179485
1143,town,10.923809,3.5435433
1144,epee,13.83485,3.6850824
1145,eat,15.487937,6.408405
1146,roy,12.218937,3.3736057
1147,pontoise,13.259498,2.4193964
1148,reins,12.307464,6.676708
1149,stair,12.390479,4.9848895
1150,chevalier,13.276986,1.1926463
1151,division,15.166534,3.3699012
1152,musscher,12.435638,2.1481462
1153,port,10.372031,4.4697976
1154,upwards,12.564933,3.9174843
1155,spies,13.738476,5.4576735
1156,xvi,17.281752,4.675304
1157,josephus,11.580395,1.1697955
1158,population,15.535746,1.8089432
1159,anthonisz,11.9113035,2.3311553
1160,schuyt,14.49196,4.5493436
1161,delilahs,12.662373,2.7454233
1162,zande,13.192239,3.698556
1163,cart,16.87438,4.8278637
1164,twig,13.872905,7.245981
1165,thorn,13.8478,7.1449456
1166,carpet,15.2296915,4.795322
1167,harmen,17.320835,2.2802894
1168,jean,13.805035,4.251911
1169,friesland,9.15139,2.918427
1170,marketplace,16.162893,2.6599898
1171,appears,15.780187,2.2542193
1172,tow,16.797613,5.8383636
1173,nieuwenhuyzen,11.431294,4.399371
1174,aert,11.355589,5.116807
1175,distract,16.699305,4.5330687
1176,gerritsz,14.437397,7.0429177
1177,judith,16.38565,4.771891
1178,manufacture,16.417662,3.736597
1179,anne,12.835914,0.5566223
1180,naarden,12.607064,3.7565339
1181,mantle,13.876432,3.927986
1182,trumpets,17.529385,1.974439
1183,trade,15.975919,3.9201176
1184,infanticide,14.420742,1.8129061
1185,troostwijk,11.070576,3.3415577
1186,levels,15.917354,4.0191946
1187,venise,10.221988,2.9670818
1188,wittert,14.762676,4.590469
1189,singel,16.57534,4.9425263
1190,watchful,15.000124,3.4873748
1191,wanted,14.470509,2.3701653
1192,eats,15.542242,6.414408
1193,ixelles,13.333459,6.081899
1194,cup,15.047794,6.055646
1195,ophthalmologist,15.709717,4.216885
1196,noli,13.819547,2.429086
1197,cut,17.912148,5.0507517
1198,weighing,15.549944,3.906827
1199,directions,16.020533,3.5320919
1200,english,16.78449,3.615464
1201,busts,13.687078,4.260929
1202,ottavio,13.432938,2.9016256
1203,maps,16.65407,4.002434
1204,maria,12.370142,1.2733337
1205,celebrated,15.712348,1.7019027
1206,previously,15.804161,2.5740776
1207,heron,12.576928,7.2182455
1208,bodegón,15.612876,5.4864206
1209,gurdy,11.781328,4.83299
1210,snoeck,13.037124,2.954373
1211,esquire,12.949415,2.1507523
1212,chastillon,14.423348,6.562305
1213,tile,16.50599,4.805424
1214,walkers,14.677144,3.6354203
1215,peasants,12.525014,7.4744596
1216,testament,14.545473,1.9489421
1217,gathered,15.838823,1.0816401
1218,joachim,11.59244,1.1405966
1219,cold,14.714279,3.8754756
1220,visitors,15.869623,1.0628971
1221,denmark,9.285479,2.931208
1222,cloon,13.278395,2.2235641
1223,separates,17.361553,4.8048263
1224,fly,16.064049,4.808159
1225,land,11.102614,5.280307
1226,battist,17.081911,1.8705393
1227,piet,14.950565,5.6522727
1228,communities,14.932275,2.0039527
1229,canton,12.427341,3.974214
1230,flanked,13.558075,3.407279
1231,scales,15.630244,3.8321738
1232,settlement,15.884416,3.488926
1233,tiles,16.432,4.824295
1234,arcadian,11.725777,2.4004407
1235,rides,11.630537,6.4606442
1236,curaçao,14.450619,2.3822174
1237,bautersem,13.667998,6.3835025
1238,porridge,14.692252,6.536024
1239,pass,15.343392,3.1385317
1240,villa,11.545081,4.5484233
1241,continued,16.35442,2.756039
1242,teaches,16.625303,2.078796
1243,overbeke,10.770413,4.3204074
1244,horizon,11.813379,4.3079276
1245,chains,13.732874,4.9433584
1246,allegorizing,14.840588,2.8442001
1247,spoon,14.888165,6.635399
1248,vessels,13.26905,4.739125
1249,courts,16.168745,1.7593805
1250,tour,14.032813,2.0927877
1251,peeled,13.438269,4.9389443
1252,prisoners,15.35187,0.93289447
1253,sheaf,12.181271,6.3726645
1254,petcum,16.225285,5.1374974
1255,medicum,15.656512,3.7778258
1256,lemons,14.608383,7.0125523
1257,bentinck,12.3378525,2.990947
1258,friendship,15.11702,1.3919367
1259,describing,16.319384,3.1084037
1260,july,14.282017,2.4703681
1261,ziesenis,14.269021,3.9852886
1262,screaming,13.772681,3.0737782
1263,trimmed,13.552292,3.3102648
1264,goudriaan,12.727646,6.6961756
1265,salee,15.606443,5.4534087
1266,tied,13.664222,4.705946
1267,york,10.087389,3.1190553
1268,same,15.843527,4.2733326
1269,next,17.69221,5.385041
1270,sara,12.314554,0.90832406
1271,style,14.426361,2.8818486
1272,prodigal,15.058305,3.2665565
1273,diplomat,13.375095,2.2489762
1274,millers,11.923139,3.0780473
1275,brass,15.486713,7.039612
1276,zurich,9.183585,2.7497993
1277,firma,14.848226,2.3321738
1278,vegetables,14.492028,6.9671144
1279,pilaster,12.055857,5.2143974
1280,pours,14.803024,5.2678294
1281,painting,17.70686,3.1125054
1282,pancake,14.816241,6.433631
1283,skating,16.284166,1.7030003
1284,depictions,17.604607,3.2188916
1285,shows,12.746908,3.3109212
1286,chaff,13.079023,2.8801255
1287,gaasterland,11.142427,5.099579
1288,gentleman,13.158236,1.3934492
1289,jephthah,11.724974,1.4232434
1290,spear,13.9214,5.5544357
1291,pier,10.363186,4.398534
1292,ravesteyn,15.464675,4.5090656
1293,bowl,15.170805,6.045107
1294,mothers,12.872326,0.5144747
1295,neira,10.820603,4.42248
1296,school,15.678307,3.023194
1297,schuurman,13.373873,1.7814276
1298,butterfly,13.317359,5.9967604
1299,king,12.898008,1.5166092
1300,boompjes,13.812483,7.2708597
1301,painter,17.704441,3.076348
1302,antioch,11.742463,2.32794
1303,barend,15.433806,5.666374
1304,sabbath,13.527821,2.19061
1305,push,16.038149,4.577833
1306,island,10.110074,3.1203456
1307,marie,12.374694,1.0109694
1308,large,15.912273,-0.052051645
1309,third,15.537662,3.5077934
1310,acontius,11.771098,2.336507
1311,laurel,13.499217,4.448562
1312,maas,12.179052,4.3660083
1313,lazarus,12.740931,3.4827428
1314,partly,15.865804,3.7447376
1315,rummer,15.626526,5.431103
1316,lemur,12.728601,6.503382
1317,waal,13.377293,3.4988425
1318,joan,12.765299,1.4773363
1319,blomhoff,14.502068,8.044275
1320,formed,13.738421,3.2594955
1321,hour,15.312537,3.4535925
1322,lance,13.943917,5.3423285
1323,adam,14.312685,0.92250276
1324,little,13.402931,2.7254066
1325,cash,15.195552,3.9580374
1326,arrived,16.270191,2.7916367
1327,lawyer,16.520638,2.2804165
1328,occupation,18.132483,4.521167
1329,trickster,13.164985,2.2347565
1330,pomegranate,14.449361,7.137947
1331,cock,16.753748,5.3772964
1332,marine,16.300985,4.718768
1333,uniform,14.748801,1.601313
1334,city,10.875461,3.518874
1335,topped,16.58965,5.2654424
1336,stadtholdership,10.888741,3.5326347
1337,cappelle,14.37493,4.5023007
1338,fashion,14.742756,1.4752097
1339,volksvlijt,17.250034,2.8975413
1340,berkhout,13.297955,4.912981
1341,munt,15.083129,4.280983
1342,lurk,13.197735,2.9921863
1343,tchavouch,13.021847,2.9154367
1344,harness,13.725568,4.505338
1345,mule,13.50234,5.305401
1346,dark,17.388193,5.0826635
1347,pottey,14.939525,6.0951343
1348,troost,14.27902,2.082658
1349,ischia,12.408111,3.6221352
1350,mancini,13.234892,4.2456956
1351,vain,14.055139,1.501313
1352,gold,15.461133,7.060559
1353,c.,18.139267,4.9646983
1354,liquid,15.207691,5.4526305
1355,palais,10.764659,0.44142938
1356,sitter,15.881868,5.186888
1357,bishops,13.573255,0.51570666
1358,calm,14.146463,2.6014745
1359,trumpeter,17.519594,1.980095
1360,thunder,13.147267,3.8056128
1361,jars,14.821051,5.8214483
1362,bagatelle,14.452436,5.491652
1363,volcano,12.403313,4.031518
1364,crane,12.619702,7.1203794
1365,reservoirs,10.863026,4.280496
1366,rokin,13.264067,3.0935843
1367,taking,14.654939,2.922271
1368,lines,15.591098,2.6717908
1369,preachers,15.362279,0.9996571
1370,bagpiper,17.367842,2.0281463
1371,environment,15.645066,3.795904
1372,fountains,11.086289,4.6508646
1373,in,17.016836,3.2652698
1374,fall,11.985133,4.466512
1375,bottles,14.851499,5.855497
1376,flogged,13.255621,2.8858538
1377,pies,12.804954,6.475665
1378,pewter,14.418529,4.9824986
1379,partially,15.779788,4.098881
1380,galleys,13.402827,4.404564
1381,brewer,15.093552,5.7399845
1382,identified,16.505644,3.3468678
1383,brandenburg,9.177279,2.7797527
1384,lake,10.628269,4.1768665
1385,green,13.958224,6.9636827
1386,berrewijns,14.709387,5.8505397
1387,romans,16.073517,2.3817577
1388,horns,13.23553,4.645183
1389,above,12.497304,3.885181
1390,pearl,14.278875,4.8162107
1391,incense,13.212288,5.351264
1392,robbed,14.272304,2.766383
1393,woerden,15.098321,2.4686196
1394,tulips,14.340262,7.6659307
1395,plums,14.400989,7.114695
1396,drum,17.444292,1.939787
1397,guild,15.363911,0.8916771
1398,reconciliation,14.20886,2.0531588
1399,sorceress,12.701225,1.0701574
1400,closes,17.832129,5.228712
1401,sangallo,13.074916,2.8583353
1402,predella,15.639561,5.437676
1403,jr,12.328055,1.7723016
1404,distance,11.88239,4.3511977
1405,cherubim,12.341143,3.0165377
1406,frying,15.289646,6.3798246
1407,pelkwijk,10.917989,3.5093162
1408,attention,17.689053,4.0147614
1409,scatters,16.98385,4.756626
1410,greet,17.93175,4.562154
1411,imaginary,15.520302,3.45802
1412,dragonflies,13.428746,6.0518856
1413,flask,14.837136,5.763901
1414,swords,13.783932,5.790694
1415,witsenhuis,11.441874,4.403746
1416,looks,15.243682,3.6787555
1417,boll,13.29318,4.214741
1418,sunset,12.826638,4.4696064
1419,fabus,12.825673,6.400482
1420,introduction,16.426704,3.1384296
1421,queen,12.450066,0.85608864
1422,sandwich,14.699523,6.462888
1423,zoonen,13.577057,1.8757447
1424,scenes,16.78461,2.5320337
1425,floor,15.835986,4.7560606
1426,trompe,17.526052,1.9879562
1427,sophia,12.193078,0.8102329
1428,hollandse,8.864721,2.8876016
1429,bicker,13.181287,2.5715556
1430,arguing,15.481959,2.1834807
1431,curieus,10.921734,2.9126694
1432,hourglass,15.601982,3.8440871
1433,hendrik,12.519401,2.0233033
1434,fun,14.642202,2.3011267
1435,persian,10.56434,2.4153025
1436,commander,16.170462,3.9305813
1437,war,13.937142,2.5589674
1438,christoffel,16.156813,4.673207
1439,vezeler,14.839546,4.9259768
1440,comfortingly,15.233094,4.911977
1441,anglo,12.968254,2.711429
1442,molo,10.365142,4.3859944
1443,mask,14.006859,4.099784
1444,print,16.80141,3.5991027
1445,joost,12.514047,3.506936
1446,earl,13.680671,3.6292055
1447,benches,15.7283325,5.1790767
1448,hofstede,16.020866,1.7349813
1449,sepulchre,14.325352,0.29110497
1450,damaged,14.520109,3.740395
1451,bouquet,14.4786825,7.9784884
1452,angstel,11.917572,2.499397
1453,damask,14.182586,4.2110963
1454,bas,17.136473,2.6776848
1455,degli,12.898102,1.8219187
1456,performance,16.85058,1.7623767
1457,ionic,13.226342,2.3075402
1458,single,16.529438,4.782036
1459,brink,14.276775,4.4427257
1460,folded,15.2676115,4.7064934
1461,torso,13.688171,4.5657244
1462,bust,13.68104,4.2874284
1463,guests,15.886374,1.2112408
1464,sligting,14.205994,5.039171
1465,combined,16.3907,5.133317
1466,basement,15.617013,5.488221
1467,specx,13.188054,2.2865198
1468,circe,16.286005,4.8919506
1469,offer,15.929719,3.9073567
1470,there,14.665506,2.9232593
1471,drover,17.443655,5.4714136
1472,gujarāt,10.669057,2.3916109
1473,age,17.429937,5.1623936
1474,maidservant,12.773253,0.6950263
1475,besar,15.89665,-0.039273866
1476,borch,11.873401,3.536361
1477,carter,16.271742,4.104071
1478,lived,14.034006,2.558679
1479,swans,12.533561,7.3129168
1480,runs,14.048811,3.0394697
1481,piazetta,11.368789,3.7125423
1482,cornflowers,14.248413,7.3602347
1483,temperantia,15.466977,3.5555725
1484,tracks,16.881483,5.6560955
1485,multiple,17.375666,4.054527
1486,gorkum,13.251764,4.08219
1487,historical,17.39091,4.88285
1488,shortly,16.428722,4.708001
1489,quiet,14.124399,2.5463386
1490,expelled,13.957066,2.379445
1491,sanneke,13.033551,2.850703
1492,jugs,14.9587345,5.9608264
1493,voetboogdoelen,14.945373,2.490725
1494,undertook,13.1665745,2.7143621
1495,dishes,15.462725,6.410985
1496,tooth,13.5255575,4.426114
1497,threatened,13.99254,2.6487882
1498,hunkiar,12.960876,2.809526
1499,burgh,11.843618,3.8922503
1500,afternoon,14.320957,2.8268955
1501,witt,14.583965,4.6076527
1502,masked,13.963253,4.091552
1503,cleaver,12.93122,2.5509748
1504,anthonie,11.71468,2.263865
1505,peace,14.311091,2.0576186
1506,archers,13.964815,5.467849
1507,drying,16.32134,5.716777
1508,insects,13.36356,6.0574937
1509,crucial,17.87028,4.9667683
1510,peat,15.086033,5.5161476
1511,so,16.72695,4.3693624
1512,holds,15.658203,0.815688
1513,parts,16.14542,3.3317764
1514,capacity,17.870981,4.917402
1515,corvina,12.369001,3.143858
1516,found,15.601117,3.7946942
1517,civilians,15.276722,1.1359508
1518,gommarus,13.003014,3.4122465
1519,tchoadar,18.188545,4.9754653
1520,coop,11.713239,4.2294436
1521,napoleon,12.870775,2.9194229
1522,married,13.085704,0.62444687
1523,baptist,13.9021845,0.39770967
1524,scepter,13.792625,5.7875323
1525,been,15.784066,4.234595
1526,bobbin,12.800901,3.7412674
1527,peacock,12.404889,7.5843854
1528,amida,13.494382,3.1898098
1529,millstone,11.797591,3.752813
1530,flight,16.034214,4.6761956
1531,blond,14.664066,4.4915504
1532,ice,16.068419,6.151863
1533,late,14.77952,2.9463835
1534,camphuys,11.77286,4.414328
1535,caught,12.20257,5.9227676
1536,hendrikkade,14.126618,4.560281
1537,weaving,14.822998,4.8450336
1538,madonna,12.74533,0.7570649
1539,homes,16.635206,4.1627083
1540,pivotal,15.748738,3.4047465
1541,birch,13.878208,7.214239
1542,chaplain,13.724431,0.37183404
1543,began,16.257444,2.0158803
1544,hanover,10.462778,3.0459244
1545,rassenghem,14.067679,3.0965495
1546,amor,14.57939,2.8360734
1547,drinks,15.096562,5.8292384
1548,speaks,16.797773,1.9722517
1549,shelter,11.855834,3.9940715
1550,cuyper,13.289776,2.8381333
1551,dominic,15.888149,-0.028220095
1552,marshal,16.779106,4.407327
1553,animals,12.946156,6.010704
1554,rider,11.61901,6.7180715
1555,rouen,9.670288,2.49285
1556,stretches,14.232006,4.384329
1557,jacatra,16.181433,5.37409
1558,ravens,12.665594,7.191231
1559,wash,16.539124,5.691313
1560,witsen,14.515073,4.619482
1561,attached,17.363503,4.391154
1562,wedding,13.090335,0.62068754
1563,acts,16.689716,1.8156209
1564,launches,16.129,1.8830734
1565,religiously,13.797518,0.4697702
1566,away,17.606754,4.671712
1567,resurrection,13.928832,0.7676273
1568,antoinette,11.708096,2.2316494
1569,fist,14.1699505,4.515348
1570,salutes,14.549398,2.0074227
1571,wouter,14.711761,5.956928
1572,levantsche,13.170208,3.5543945
1573,hellevoetsluis,16.128613,6.144758
1574,crying,13.745681,3.3518608
1575,watches,16.662731,4.2808557
1576,gapinge,13.928226,5.3562074
1577,legion,13.211544,2.182856
1578,played,15.444458,2.3976977
1579,invaders,14.375049,1.3365533
1580,lynden,15.592626,2.7157247
1581,remains,12.282467,4.719067
1582,nassau,10.3228035,2.7625747
1583,stadtholder,10.848298,3.5007014
1584,logger,14.03585,6.0296063
1585,papers,17.703259,3.9558287
1586,mevlana,10.530482,2.8668787
1587,meadow,11.058142,5.621742
1588,ambushed,14.262475,3.253908
1589,very,15.7175255,3.478385
1590,piled,13.578496,5.3413363
1591,knew,16.868862,3.4918516
1592,settee,15.605649,4.9720197
1593,billeted,15.460489,3.2201436
1594,steenwijk,10.950563,3.661582
1595,hermit,12.320031,1.9837118
1596,candlestick,12.896716,5.362378
1597,chosen,17.100206,3.6233668
1598,times,15.886128,3.74341
1599,behaghel,14.049503,4.187529
1600,commanded,17.292326,4.2854238
1601,map,16.543528,4.0148335
1602,daniël,12.845987,2.864751
1603,eagles,12.807014,7.047708
1604,stepson,12.838028,2.0646515
1605,dolls,14.590789,1.3170968
1606,merwede,10.708536,4.3577805
1607,symonszn,14.494344,3.5293374
1608,chair,15.832378,5.2066402
1609,resurrected,15.531997,3.1956623
1610,night,12.765214,4.768081
1611,picnics,15.389129,5.9368873
1612,viii,13.530829,2.1181955
1613,gate,11.69229,4.7557883
1614,does,14.249096,5.6224384
1615,spire,12.051848,4.841059
1616,indicated,17.241444,3.9284601
1617,pine,13.869376,7.2386756
1618,antiquarian,17.234886,4.6707487
1619,toy,14.015638,1.6361574
1620,lijn,15.6422,2.7125962
1621,reynst,14.551303,2.4627657
1622,ferdinanda,16.215586,5.1297174
1623,kanaal,10.758608,4.384891
1624,detachment,15.550249,0.8359089
1625,bindings,14.806806,4.578368
1626,nickname,18.142092,5.1488533
1627,tent,11.993661,4.608925
1628,webbe,14.763758,2.4103394
1629,egmond,12.60336,6.681851
1630,picture,17.539877,3.3867629
1631,several,15.130813,1.9787265
1632,animal,12.944928,6.118311
1633,snakes,13.454014,6.1859765
1634,cemetery,14.37003,0.3225748
1635,quarter,16.895578,4.742532
1636,paw,13.6170435,5.002744
1637,overwintering,16.04175,6.074065
1638,covenant,12.382599,3.069119
1639,monsters,13.07445,4.3741293
1640,elbow,13.811673,4.7247925
1641,sculpture,14.841093,0.5830639
1642,minister,16.79922,2.063504
1643,starting,16.167913,1.8990978
1644,martha,12.363475,1.0758271
1645,chamberlain,12.554408,2.6722255
